"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Geralt: Axii","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/geralt_axii.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Geralt: Axii</strong>

<em>Witcher</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword purify"">Purify</span> and <span class=""keyword reset"">Reset</span> a unit.
","","","gwent_card"
"","Knickers","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/knickers.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Knickers</strong>

<em>Beast, Bandit</em>

This unit may raid the battlefield to aid you in battle.
","","","gwent_card"
"","Olgierd: Immortal","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/olgierd_immortal.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Olgierd: Immortal</strong>

<em>Human, Cursed, Bandit</em>

Olgierd's power cannot be changed by other cards wherever he is.
","","","gwent_card"
"","Iris: Shade","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/iris_shade.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Iris: Shade</strong>

<em>Specter, Cursed</em>

<span class=""keyword deploy"">Deploy</span>: Remove a unit's <span class=""keyword armor"">Armor</span> and boost self by that amount.
","","","gwent_card"
"","Gascon: Iron Falcon","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/gascon_iron_falcon.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Gascon: Iron Falcon</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword create"">Create</span> and play a bronze Bandit card.
","","","gwent_card"
"","One-Eyed Betsy","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/oneeyed_betsy.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>One-Eyed Betsy</strong>

<em>Ogroid, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 4. If it has <span class=""keyword armor"">Armor</span>, damage it by 6 instead.
","","","gwent_card"
"","Vlodimir von Everec","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vlodimir_von_everec.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vlodimir von Everec</strong>

<em>Specter, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Swap a unit's power with <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Free Company","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/free_company.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Free Company</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Boost all allied Bandits by 1.
","","","gwent_card"
"","Living Armor","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/living_armor.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Living Armor</strong>

<em>Construct</em>

This unit's power is always equal to its <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Armory","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/armory.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Armory</strong>

<em></em>

Boost a unit by 6 and give it 3 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Surrender","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/surrender.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Surrender</strong>

<em></em>

Remove 2 <span class=""keyword armor"">Armor</span> from all units in a row and damage them by 2.
","","","gwent_card"
"","Wagenburg","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wagenburg.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Wagenburg</strong>

<em>Machine</em>

<span class=""keyword barricade"">Barricade</span>: At the end of every allied turn, give 1 <span class=""keyword armor"">Armor</span> to adjacent units.
","","","gwent_card"
"","Iron Falcon Knife Juggler","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/iron_falcon_knife_juggler.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Iron Falcon Knife Juggler</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Give 2 random enemy units <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
","","","gwent_card"
"","Iron Falcon Infantry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/iron_falcon_infantry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Iron Falcon Infantry</strong>

<em>Human, Bandit</em>

<span class=""keyword barricade"">Barricade</span>: At the end of every allied turn, boost self by 1.
","","","gwent_card"
"","Iron Falcon Troubadour","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/iron_falcon_troubadour.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Iron Falcon Troubadour</strong>

<em>Dwarf, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Give 2 <span class=""keyword armor"">Armor</span> to a unit in your hand.
","","","gwent_card"
"","Piercing Missile","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/piercing_missile.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Piercing Missile</strong>

<em></em>

Damage an enemy unit by 4, ignoring its <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Wagon","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wagon.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Wagon</strong>

<em>Machine</em>

<span class=""keyword deploy"">Deploy</span>: If you control a Bandit, gain <span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Give an allied unit 3 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Mantlet","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mantlet.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mantlet</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword melee"">Melee</span>: Whenever you play a unit, give it 1 <span class=""keyword armor"">Armor</span>.
<span class=""keyword barricade"">Barricade</span>: Give it 2 <span class=""keyword armor"">Armor</span> instead.
","","","gwent_card"
"","Sapper","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sapper.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sapper</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Remove a unit's <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Highwaymen","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/highwaymen.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Highwaymen</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. If it has <span class=""keyword armor"">Armor</span>, damage it by 3 instead.
","","","gwent_card"
"","Armorer's Workshop","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/armorers_workshop.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Armorer's Workshop</strong>

<em></em>

Boost 3 adjacent units by 2 and give them 1 <span class=""keyword armor"">Armor</span>.
","Armorers Workshop","","gwent_card"
"","Philippa: Blind Fury","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/philippa_blind_fury.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Philippa: Blind Fury</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 4, then damage a random enemy unit by 3,2,1.
","","","gwent_card"
"","Donimir of Troy","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/donimir_of_troy.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Donimir of Troy</strong>

<em>Human, Soldier, Knight</em>

<span class=""keyword defender"">Defender</span>. <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Voymir","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/voymir.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Voymir</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Boost an allied unit and all its copies by 1 and give them 1 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Mad Charge","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mad_charge.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mad Charge</strong>

<em>Warfare</em>

Boost an allied unit by 3 and give it 2 <span class=""keyword armor"">Armor</span>.
If you control a Knight, also give it <span class=""keyword vitality"">Vitality</span> for 2 turns.
","","","gwent_card"
"","Radovid's Royal Guards","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/radovids_royal_guards.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Radovid's Royal Guards</strong>

<em>Human, Soldier</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword order"">Order</span>: Boost an allied unit by 2.
<span class=""keyword inspired"">Inspired</span>: Give it 2 <span class=""keyword armor"">Armor</span>.
","Radovids Royal Guards,Royal Guards","","gwent_card"
"","Redanian Archer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/redanian_archer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Redanian Archer</strong>

<em>Human, Soldier</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Damage an enemy unit by 1. <span class=""keyword charge"">Charge</span>: 1.
<span class=""keyword barricade"">Barricade</span>: At the end of every allied turn, gain 1 <span class=""keyword charge"">Charge</span>.
","","","gwent_card"
"","Azar Javed","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/azar_javed.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Azar Javed</strong>

<em>Human, Mage, Salamandra</em>

<span class=""keyword profit"">Profit</span> 3.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> a Scarab in this row.
<span class=""keyword tribute"">Tribute</span> {Tribute-B.P.BB_Tribute}: <span class=""keyword spawn"">Spawn</span> 2 Scarabs in this row instead.
","Azar","","gwent_card"
"","Professor","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/professor.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Professor</strong>

<em>Human, Salamandra</em>

<span class=""keyword deploy"">Deploy</span>: Put a <span class=""keyword bounty"">Bounty</span> on an enemy unit and damage it by 3.
<span class=""keyword tribute"">Tribute</span> {Tribute-B.P.BB_Tribute}: Ignore a target's <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Savolla","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/savolla.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Savolla</strong>

<em>Human, Mage, Salamandra</em>

<span class=""keyword profit"">Profit</span> 2.
<span class=""keyword tribute"">Tribute</span> {Tribute-B.P.BB_Tribute}: <span class=""keyword spawn"">Spawn</span> a Savolla's Frightener in this row.
","","","gwent_card"
"","Dire Mutated Hound","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dire_mutated_hound.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dire Mutated Hound</strong>

<em>Beast, Mutant, Salamandra</em>

<span class=""keyword barricade"">Barricade</span>: At the end of every allied turn, boost self 2.
<span class=""keyword fee"">Fee</span> 4: Gain 1 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Mutated Hounds","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mutated_hounds.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mutated Hounds</strong>

<em>Beast, Mutant, Salamandra</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword poison"">Poison</span> a unit.
","","","gwent_card"
"","Assault","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/assault.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Assault</strong>

<em>Crime, Salamandra</em>

Damage an enemy unit by 4.
If you control 2 Salamandra units deal 6 damage instead.
","","","gwent_card"
"","Salamandra Assassin","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/salamandra_assassin.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Salamandra Assassin</strong>

<em>Human, Salamandra</em>

<span class=""keyword intimidate"">Intimidate</span>.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Damage an enemy unit with <span class=""keyword bounty"">Bounty</span> by 2.
","","","gwent_card"
"","Mutant Killer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mutant_killer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mutant Killer</strong>

<em>Human, Mutant, Salamandra</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1.
<span class=""keyword hoard"">Hoard</span> {Hoard-B.P.BB_Hoard}: Damage an enemy by 3 instead.
","","","gwent_card"
"","Mutant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mutant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mutant</strong>

<em>Human, Mutant, Salamandra</em>

<span class=""keyword intimidate"">Intimidate</span>.
","","","gwent_card"
"","Kikimore Queen","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/kikimore_queen.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Kikimore Queen</strong>

<em>Insectoid</em>

<span class=""keyword thrive"">Thrive</span>.
Whenever this unit's <span class=""keyword thrive"">Thrive</span> is triggered, boost all allied Insectoids in this row by 1.
","","","gwent_card"
"","Cave Troll","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cave_troll.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cave Troll</strong>

<em>Ogroid</em>

<span class=""keyword defender"">Defender</span>.
","","","gwent_card"
"","Yghern","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/yghern.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Yghern</strong>

<em>Insectoid</em>

<span class=""keyword deploy"">Deploy</span>: Gain <span class=""keyword armor"">Armor</span> equal to the number of cards in your hand.
If this unit has no <span class=""keyword armor"">Armor</span>, destroy self.
","","","gwent_card"
"","Endrega Queen","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/endrega_queen.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Endrega Queen</strong>

<em>Insectoid</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword consume"">Consume</span> an allied unit and gain its <span class=""keyword armor"">Armor</span>.
<span class=""keyword barricade"">Barricade</span>: At the end of your turn, damage self by 1, then <span class=""keyword spawn"">Spawn</span> a Drone in this row.
","","","gwent_card"
"","Armored Arachas","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/armored_arachas.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Armored Arachas</strong>

<em>Insectoid</em>

<span class=""keyword deploy"">Deploy</span>: Apply <span class=""keyword bleeding"">Bleeding</span> to an enemy unit equal to its base power.
","","","gwent_card"
"","Endrega Larva","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/endrega_larva.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Endrega Larva</strong>

<em>Insectoid</em>

<span class=""keyword thrive"">Thrive</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> a base copy of this unit and <span class=""keyword summon"">Summon</span> it to this row.
","Larva","","gwent_card"
"","Endrega Warrior","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/endrega_warrior.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Endrega Warrior</strong>

<em>Insectoid, Warrior</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword consume"">Consume</span> adjacent units. <span class=""keyword spawn"">Spawn</span> a Drone in this row for each Insectoid consumed.
","","","gwent_card"
"","Natural Selection","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/natural_selection.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Natural Selection</strong>

<em>Organic</em>

Damage an enemy unit by 4, then <span class=""keyword spawn"">Spawn</span> a Drone in a random allied row for each point of excess damage dealt.
","","","gwent_card"
"","Kikimore Worker","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/kikimore_worker.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Kikimore Worker</strong>

<em>Insectoid</em>

<span class=""keyword melee"">Melee</span>: Whenever you play an Insectoid, gain 1 <span class=""keyword armor"">Armor</span>.
<span class=""keyword exposed"">Exposed</span>: Destroy self.
","","","gwent_card"
"","Endrega Eggs","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/endrega_eggs.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Endrega Eggs</strong>

<em>Insectoid</em>

<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword spawn"">Spawn</span> 3 Drones in this row.
","","","gwent_card"
"","Affan Hillergrand","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/affan_hillergrand.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Affan Hillergrand</strong>

<em>Human, Soldier</em>

If moved to the top of your deck, <span class=""keyword summon"">Summon</span> this unit to the melee row.
","Affan","","gwent_card"
"","Ramon Tyrconnel","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ramon_tyrconnel.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ramon Tyrconnel</strong>

<em>Human, Soldier, Knight</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play a base copy of a bronze Soldier from your hand and give it 2 <span class=""keyword armor"">Armor</span>.
","Ramon","","gwent_card"
"","War Council","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/war_council.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>War Council</strong>

<em>Tactic</em>

Look at the first 3 cards on the top of your deck and play one of them.
","","","gwent_card"
"","Ffion var Gaernel","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ffion_var_gaernel.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ffion var Gaernel</strong>

<em>Human, Soldier</em>

<span class=""keyword defender"">Defender</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play Battle Preparation.
","Ffion","","gwent_card"
"","Glynnis aep Loernach","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/glynnis_aep_loernach.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Glynnis aep Loernach</strong>

<em>Human, Soldier</em>

<span class=""keyword assimilate"">Assimilate</span> 2.
","","","gwent_card"
"","Ard Feainn Crossbowman","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ard_feainn_crossbowman.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ard Feainn Crossbowman</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword barricade"">Barricade</span>: Damage a random enemy unit by 1 whenever you play a Soldier.
","Crossbowman","","gwent_card"
"","Ard Feainn Tortoise","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ard_feainn_tortoise.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ard Feainn Tortoise</strong>

<em>Human, Soldier</em>

<span class=""keyword exposed"">Exposed</span>: Boost an enemy unit with the most power by 3.
","Tortoise","","gwent_card"
"","Ard Feainn Light Cavalry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ard_feainn_light_cavalry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ard Feainn Light Cavalry</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Deal 2 damage to an enemy. If the target has <span class=""keyword armor"">Armor</span>, damage it by 2 again.
","","","gwent_card"
"","Ard Feainn Heavy Cavalry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ard_feainn_heavy_cavalry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ard Feainn Heavy Cavalry</strong>

<em>Human, Soldier</em>

<span class=""keyword assimilate"">Assimilate</span>.
","","","gwent_card"
"","Battle Preparation","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/battle_preparation.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Battle Preparation</strong>

<em>Tactic</em>

Boost an allied unit by 3 and give it 2 <span class=""keyword armor"">Armor</span>.
If it's a Soldier, boost it by 5 and give it 2 <span class=""keyword armor"">Armor</span> instead.
","Preparation, Battle Prep","","gwent_card"
"","Dracoturtle","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dracoturtle.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dracoturtle</strong>

<em>Beast</em>

Whenever this unit loses <span class=""keyword armor"">Armor</span>, boost it by the amount of <span class=""keyword armor"">Armor</span> lost.
<span class=""keyword barricade"">Barricade</span>: At the end of your turn, gain 1 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Covenant of Steel","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/covenant_of_steel.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Covenant of Steel</strong>

<em>Human, Pirate, Warrior</em>

<span class=""keyword defender"">Defender</span>.
<span class=""keyword berserk"">Berserk</span> 6: At the end of your turn, gain 1 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Morkvarg: Heart of Terror","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/morkvarg_heart_of_terror.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Morkvarg: Heart of Terror</strong>

<em>Human, Pirate, Warrior</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. Repeat until target is damaged.
","","","gwent_card"
"","Raiding Fleet","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/raiding_fleet.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Raiding Fleet</strong>

<em>Raid</em>

Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 4 turns and play a random bronze ship from your deck.
","","","gwent_card"
"","Terror of the Seas","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/terror_of_the_seas.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Terror of the Seas</strong>

<em>Machine, Ship</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Lose all <span class=""keyword armor"">Armor</span> and damage an enemy unit by that amount.
Whenever you play a Pirate gain 1 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Armored Drakkar","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/armored_drakkar.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Armored Drakkar</strong>

<em>Machine, Ship</em>

At the end of your turn, if Armored Drakkar has no <span class=""keyword armor"">Armor</span>, gain 2 <span class=""keyword armor"">Armor</span>.
<span class=""keyword exposed"">Exposed</span>: Boost self by 1.
<span class=""keyword Bloodthirst"">Bloodthirst</span> 2: Boost self by 2 instead.
","","","gwent_card"
"","Terror Crew Plunderer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/terror_crew_plunderer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Terror Crew Plunderer</strong>

<em>Human, Pirate</em>

<span class=""keyword deploy"">Deploy</span>: Damage a unit by 2.
If it's an ally, boost self by 4.
","","","gwent_card"
"","Boatbuilders","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/boatbuilders.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Boatbuilders</strong>

<em>Human, Pirate</em>

<span class=""keyword deploy"">Deploy</span>: Give 2 <span class=""keyword armor"">Armor</span> to an allied unit. If you control a Ship gain <span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Give 1 <span class=""keyword armor"">Armor</span> to an allied unit.
","","","gwent_card"
